country,code_time,time,year,month,month_name,product,value,display_order,yeartodate,previousyeartodate,share
Colombia,FEB2019,February 2019,2019,2,February,Low carbon,3757.160025,26,54698.270145,8773.617689,0.6250954551604494
Belgium,NOV2015,November 2015,2015,11,November,Final consumption,7054.741,20,83101.701,74574.154,1.1185268136020392
Cyprus,JAN2018,January 2018,2018,1,January,Non-renewables,359.471227,23,4352.712548,392.866,0.90277463309131
Denmark,NOV2011,November 2011,2011,11,November,Low carbon,1079.449,26,13891.649,10899.509,0.377301226785004
Korea,JUN2014,June 2014,2014,6,June,Others,1398.345,24,18307.67,10915.978,0.0329637914905377
Japan,FEB2018,February 2018,2018,2,February,Oil,4497.454718,9,45572.096848,16003.741,0.0480587453230509
Australia,JAN2018,January 2018,2018,1,January,Wind,1219.229391,2,16846.107235,1050.385506,0.054843354714963
Canada,OCT2011,October 2011,2011,10,October,Combustible renewables,764.805,11,9533.661,8054.738,0.0161300626273848
Sweden,APR2011,April 2011,2011,4,April,Total imports,946.303,15,12481.0,6959.0,0.0824989383624252
Mexico,JUL2014,July 2014,2014,7,July,Combustible renewables,113.736,11,1295.342,688.347,0.0042120171587037
Republic of Turkiye,SEP2011,September 2011,2011,9,September,Other renewables,0.0,5,0.0,0.0,0.0
Poland,APR2020,April 2020,2020,4,April,Electricity trade,-1028.196,21,-13267.044,-2641.627,-0.0954792931117068
Chile,SEP2017,September 2017,2017,9,September,Geothermal,4.855,4,63.8,,0.0007893727502673
New Zealand,OCT2014,October 2014,2014,10,October,Other combustible non-renewables,0.0,12,0.0,0.0,0.0
Italy,JUN2015,June 2015,2015,6,June,Total imports,3715.0,15,50849.0,23204.417,0.1607242185698815
Poland,SEP2011,September 2011,2011,9,September,Electricity trade,438.149,21,5242.002,609.0,0.0369499378010069
OECD Asia Oceania,JUN2013,June 2013,2013,6,June,Not specified,1876.469,13,22300.215,10736.136,0.0128809931569734
India,MAY2017,May 2017,2017,5,May,Oil,760.733857,9,9279.657112,4907.607234,0.0060932233190351
OECD Total,JUL2016,July 2016,2016,7,July,Total imports,40704.263,15,490667.827,300555.296,0.0429463983434732
Republic of Turkiye,JUN2010,June 2010,2010,6,June,Low carbon,4584.698,26,55322.628,,0.2743684397461281
Sweden,DEC2017,December 2017,2017,12,December,Solar,4.009,3,229.999,143.002,0.0002506753509095
Slovak Republic,FEB2021,February 2021,2021,2,February,Oil,30.093905,9,357.114344,61.19094,0.0124062217727572
Canada,AUG2021,August 2021,2021,8,August,Other combustible non-renewables,12.426782,12,131.046693,76.947452,0.0002473412800051
Denmark,SEP2021,September 2021,2021,9,September,Geothermal,0.0,4,0.0,0.0,0.0
Slovak Republic,JUL2014,July 2014,2014,7,July,Other renewables aggregated,77.877,25,1236.473,540.232,0.0370894605771186
Australia,JUL2017,July 2017,2017,7,July,Low carbon,3899.261404,26,39298.654663,24805.633863,0.1796508462287251
Belgium,FEB2010,February 2010,2010,2,February,Others,160.363,24,1911.792,,0.020739419679577
Iceland,DEC2019,December 2019,2019,12,December,Solar,0.0,3,0.0,0.0,0.0
Korea,JUN2013,June 2013,2013,6,June,Coal,18197.453,8,214793.968,110773.462,0.4354449803347538
Lithuania,MAY2019,May 2019,2019,5,May,Geothermal,0.0,4,0.0,0.0,0.0
OECD Europe,DEC2022,December 2022,2022,12,December,Nuclear,58171.72943,6,618549.615382,729488.888296,0.1894815458017771
OECD Americas,DEC2016,December 2016,2016,12,December,Other combustible non-renewables,855.383,12,9724.131,9927.289,0.0019118921608807
Finland,AUG2014,August 2014,2014,8,August,Final consumption,5845.409,20,80658.752,53745.987,1.3366690936165424
Japan,MAY2018,May 2018,2018,5,May,Oil,3055.850086,9,45572.096848,30215.624,0.0389742372042406
Serbia,JAN2020,January 2020,2020,1,January,Total imports,603.631,15,5069.528,723.817,0.1817864902925459
Portugal,JUN2011,June 2011,2011,6,June,Others,377.528,24,2898.953,1154.15,0.0926524793314398
Germany,JAN2020,January 2020,2020,1,January,Others,1132.264206,24,12178.276307,1071.5199,0.0213359566813376
Romania,JUL2021,July 2021,2021,7,July,Used for pumped storage,0.0,18,0.0,319.892784,0.0
Colombia,FEB2022,February 2022,2022,2,February,Electricity trade,7.251895,21,-119.087899,-10.538333,0.0010962042101591
Greece,OCT2017,October 2017,2017,10,October,Coal,1484.713,8,16660.659,13391.387,0.3737080667579177
Norway,AUG2021,August 2021,2021,8,August,Others,123.559151,24,1429.754881,1759.335271,0.0118222887748383
Mexico,JUN2016,June 2016,2016,6,June,Net electricity production,27622.419,14,302875.992,144553.75,1.0
Lithuania,OCT2020,October 2020,2020,10,October,Combustible renewables,40.094387,11,548.674167,363.784535,0.0988940599086953
Australia,JAN2020,January 2020,2020,1,January,Natural gas,4488.758132,10,48812.826783,4947.280254,0.1985684250251695
United States,SEP2020,September 2020,2020,9,September,Other renewables aggregated,5892.907788,25,73059.521151,57339.24592,0.0174033463199279
OECD Americas,OCT2018,October 2018,2018,10,October,Wind,25504.527938,2,322027.8,243444.737,0.0604481164976012
Hungary,FEB2017,February 2017,2017,2,February,Nuclear,966.665,6,15215.0,2749.0,0.4525199631866573
Spain,OCT2013,October 2013,2013,10,October,Electricity supplied,21436.106,17,268648.0,229361.681,0.9695868050002135
Lithuania,JAN2018,January 2018,2018,1,January,Other combustible non-renewables,4.845299,12,72.087221,6.518,0.0132082927312435
Netherlands,JAN2016,January 2016,2016,1,January,Distribution losses,500.906,19,5433.832,487.899,0.0507655071108357
Slovenia,AUG2010,August 2010,2010,8,August,Total exports,856.885,16,10745.0,,0.6997201560332219
New Zealand,JAN2011,January 2011,2011,1,January,Final consumption,3180.973,20,40061.772,3152.632,0.9301838598132892
Denmark,FEB2020,February 2020,2020,2,February,Electricity trade,-29.071861,21,-7496.560005,232.071355,-0.0086299605212476
Slovak Republic,AUG2019,August 2019,2019,8,August,Hydro,275.194771,1,4472.999999,2823.553435,0.1283574734865639
Bulgaria,JUL2017,July 2017,2017,7,July,Electricity trade,727.846,21,5480.369,3337.321,0.2108565426000057
Finland,SEP2019,September 2019,2019,9,September,Geothermal,0.0,4,0.0,0.0,0.0
Poland,APR2021,April 2021,2021,4,April,Distribution losses,172.369933,19,4200.958373,3017.423721,0.013301358548523
Latvia,DEC2012,December 2012,2012,12,December,Other combustible non-renewables,0.0,12,0.0,0.0,0.0
Greece,MAY2010,May 2010,2010,5,May,Solar,13.167,3,158.004,,0.0032324403758733
Brazil,SEP2019,September 2019,2019,9,September,Electricity trade,0.0,21,0.0,0.0,0.0
Greece,JUN2012,June 2012,2012,6,June,Total imports,515.475,15,5954.001,3540.044,0.1128991138906155
Czech Republic,NOV2020,November 2020,2020,11,November,Total exports,2440.035788,16,23520.910843,21764.599178,0.3441480451305612
OECD Europe,NOV2016,November 2016,2016,11,November,Non-renewables,210967.548,23,2268341.071,2048859.588,0.6916204308210352
OECD Europe,JUN2012,June 2012,2012,6,June,Electricity trade,41.33,21,-2131.621,-10647.539,0.0001559144078414
Germany,FEB2021,February 2021,2021,2,February,Low carbon,24640.191212,26,301929.718065,62541.158903,0.5240333179996249
India,JUN2016,June 2016,2016,6,June,Coal,83438.08973,8,1006711.882751,432191.946635,0.7235265546561133
Australia,JAN2016,January 2016,2016,1,January,Others,454.298139,24,3692.240496,555.491284,0.0208756663174039
Czech Republic,JUN2014,June 2014,2014,6,June,Hydro,182.355,1,2943.999,2184.198,0.0316722158827421
Greece,MAY2013,May 2013,2013,5,May,Non-renewables,2906.475,23,38205.03,17796.949,0.7367092727312822
OECD Europe,JUN2015,June 2015,2015,6,June,Distribution losses,18396.001,19,271032.694,147418.075,0.0699380963480788
Finland,APR2018,April 2018,2018,4,April,Coal,842.045317,8,9488.103079,3922.237,0.1529721648495044
Norway,JAN2014,January 2014,2014,1,January,Other renewables aggregated,23.232,25,258.001,37.039,0.0015980027167146
Lithuania,JUL2015,July 2015,2015,7,July,Hydro,83.917,1,1009.002,609.0,0.2044322854748494
Norway,MAY2022,May 2022,2022,5,May,Total exports,1653.844488,16,25791.572008,9129.96059,0.1529591375781022
Luxembourg,OCT2021,October 2021,2021,10,October,Non-renewables,20.590008,23,260.786564,188.816445,0.1094698508504432
Germany,FEB2012,February 2012,2012,2,February,Oil,979.739,9,7085.592,1394.799,0.0174444413898647
Portugal,JAN2011,January 2011,2011,1,January,Solar,11.153,3,279.93,8.753,0.002205503574822
Republic of Turkiye,MAR2013,March 2013,2013,3,March,Others,135.539,24,1920.297,672.312,0.0070894731165551
Argentina,AUG2017,August 2017,2017,8,August,Other renewables aggregated,139.01,25,1303.542,995.513,0.0120626706983749
Romania,FEB2020,February 2020,2020,2,February,Electricity trade,-260.277815,21,-2642.86171,-295.361246,-0.0572766932911193
Republic of Turkiye,JUN2016,June 2016,2016,6,June,Other combustible non-renewables,2.215,12,22.583,12.128,0.000101104790071
Bulgaria,JUL2019,July 2019,2019,7,July,Other renewables aggregated,149.191117,25,1560.958402,747.684204,0.0455706304689872
Luxembourg,OCT2014,October 2014,2014,10,October,Wind,5.933,2,79.878,62.271,0.0176768880573001
Bulgaria,NOV2016,November 2016,2016,11,November,Not specified,2.833,13,33.996,21.087,0.000806907331834
France,DEC2022,December 2022,2022,12,December,Low carbon,39104.282602,26,397568.047864,487351.735951,0.8651864751965223
Switzerland,APR2020,April 2020,2020,4,April,Total exports,2294.224638,16,32547.999999,10475.414209,0.4313924011702718
Japan,AUG2011,August 2011,2011,8,August,Used for pumped storage,963.941,18,9502.517,7271.111,0.0100131123707214
Lithuania,SEP2019,September 2019,2019,9,September,Combustible renewables,37.03032,11,462.717515,334.337412,0.1103818299258794
Spain,JUN2021,June 2021,2021,6,June,Final consumption,18903.634471,20,233478.301117,109677.983977,0.9376220454827366
Portugal,JUL2014,July 2014,2014,7,July,Solar,75.101,3,627.314,275.563,0.0201011144862333
Ireland,JUN2021,June 2021,2021,6,June,Other renewables,0.0,5,0.0,0.0,0.0
Croatia,MAR2018,March 2018,2018,3,March,Others,2.708749,24,63.002389,64.317,0.0017425243870149
Austria,APR2015,April 2015,2015,4,April,Wind,499.284,2,4592.617,1218.377,0.090203655777022
Korea,MAR2011,March 2011,2011,3,March,Total combustible fuels,30266.026,7,345407.999,87387.247,0.6916816971595438
Australia,MAY2018,May 2018,2018,5,May,Electricity supplied,20539.925996,17,247769.798338,101694.092658,1.0
France,MAY2015,May 2015,2015,5,May,Natural gas,593.348,10,19895.38,5540.422,0.0144885250177636
Republic of Turkiye,AUG2021,August 2021,2021,8,August,Combustible renewables,520.499455,11,5868.322643,2685.068151,0.0167815423282043
Slovenia,SEP2016,September 2016,2016,9,September,Distribution losses,70.289,19,876.01,635.086,0.0569614457343139
Netherlands,JUL2013,July 2013,2013,7,July,Non-renewables,5942.672,23,85603.241,49999.46,0.8915502684024976
Colombia,MAY2019,May 2019,2019,5,May,Hydro,4810.28519,1,52977.54577,22962.710923,0.7239672336727981
OECD Americas,JUN2014,June 2014,2014,6,June,Electricity supplied,446736.373,17,5199473.037,2478490.432,1.0012295069971235
Finland,APR2013,April 2013,2013,4,April,Fossil fuels,2204.997,27,20852.371,8210.926,0.3467746843756324
Cyprus,DEC2020,December 2020,2020,12,December,Geothermal,0.0,4,0.0,0.0,0.0
India,JUL2020,July 2020,2020,7,July,Used for pumped storage,0.0,18,0.0,0.0,0.0
Croatia,OCT2015,October 2015,2015,10,October,Electricity trade,-19.764,21,-6789.001,,-0.0195469119953793
Lithuania,FEB2020,February 2020,2020,2,February,Used for pumped storage,96.725547,18,1061.102999,72.271996,0.2217740835393451
Republic of Turkiye,FEB2022,February 2022,2022,2,February,Hydro,5041.489014,1,66745.246723,8236.496981,0.2073191073530168
Luxembourg,APR2016,April 2016,2016,4,April,Fossil fuels,27.764,27,314.656,648.198,0.1397641065396755
France,SEP2017,September 2017,2017,9,September,Fossil fuels,3297.201,27,62123.823,32862.236,0.0844782075908611
IEA Total,OCT2022,October 2022,2022,10,October,Other renewables aggregated,28411.033105,25,362696.283839,299527.925095,0.0351505347269019
Denmark,DEC2020,December 2020,2020,12,December,Used for pumped storage,0.0,18,0.0,0.0,0.0
Latvia,FEB2014,February 2014,2014,2,February,Non-renewables,216.592,23,2053.234,574.924,0.47369433995276
United Kingdom,MAR2018,March 2018,2018,3,March,Geothermal,0.0,4,0.0,,0.0
Denmark,DEC2022,December 2022,2022,12,December,Total combustible fuels,1626.680111,7,12366.901574,15464.818858,0.4810756328374616
Estonia,DEC2015,December 2015,2015,12,December,Total exports,467.007,16,6377.0,6484.0,0.5875240447216096
Poland,AUG2022,August 2022,2022,8,August,Natural gas,603.602431,10,10777.304548,9996.104543,0.0461386776242859
Greece,FEB2011,February 2011,2011,2,February,Wind,248.308,2,3315.001,559.573,0.0561855134744721
Estonia,JAN2019,January 2019,2019,1,January,Electricity trade,150.222024,21,-2156.999999,162.038195,0.1439134406058786
Republic of Turkiye,DEC2011,December 2011,2011,12,December,Non-renewables,15892.779,23,160776.078,147832.366,0.7934214844032575
Brazil,APR2016,April 2016,2016,4,April,Fossil fuels,7371.637,27,90863.524,45628.64,0.1517647994230183
OECD Europe,SEP2018,September 2018,2018,9,September,Electricity trade,-1436.815633,21,-19930.414993,20.461,-0.0053108005287076
Ireland,SEP2017,September 2017,2017,9,September,Final consumption,2064.385,20,26839.159,19369.062,0.8637742321102581
Cyprus,NOV2016,November 2016,2016,11,November,Wind,17.205,2,226.701,206.729,0.0545046743183351
IEA Total,JUN2017,June 2017,2017,6,June,Geothermal,3426.266,4,42745.308,20759.821,0.0040103405637837
Germany,SEP2010,September 2010,2010,9,September,Oil,545.248,9,8109.18,,0.0119292599401292
Ireland,JUL2013,July 2013,2013,7,July,Final consumption,1946.89,20,24755.97,14212.082,1.040910578216526
Serbia,APR2021,April 2021,2021,4,April,Total combustible fuels,1714.476929,7,22799.362748,8950.619234,0.5621576833951353
Hungary,SEP2014,September 2014,2014,9,September,Other renewables aggregated,147.429,25,1899.041,1221.025,0.063351902589612
Republic of Turkiye,JUL2012,July 2012,2012,7,July,Geothermal,55.107,4,768.0,341.915,0.0025599765571239
OECD Americas,DEC2014,December 2014,2014,12,December,Solar,1519.814,3,28048.682,17276.493,0.003495088187256
OECD Total,SEP2011,September 2011,2011,9,September,Coal,274710.951,8,3394687.429,2615726.503,0.3293618730576906
OECD Americas,DEC2012,December 2012,2012,12,December,Others,8904.002,24,112941.421,112567.749,0.0211078768702054
Korea,JUL2021,July 2021,2021,7,July,Total exports,0.0,16,0.0,0.0,0.0
Netherlands,JUN2021,June 2021,2021,6,June,Low carbon,3230.135364,26,45539.010045,18108.140382,0.3645157580131398
Italy,FEB2012,February 2012,2012,2,February,Natural gas,12384.936,10,122982.224,24630.635,0.4844677885540852
Netherlands,SEP2016,September 2016,2016,9,September,Nuclear,331.128,6,3749.905,2786.111,0.0359284087979507
Cyprus,OCT2021,October 2021,2021,10,October,Distribution losses,0.0,19,0.0,149.970814,0.0
United Kingdom,JUN2015,June 2015,2015,6,June,Total imports,2035.294,15,21322.513,9623.785,0.0839487032438208
Republic of Turkiye,DEC2022,December 2022,2022,12,December,Solar,732.787559,3,15220.537346,13547.276061,0.0289853934730841
Canada,SEP2011,September 2011,2011,9,September,Fossil fuels,10391.698,27,133816.348,100452.349,0.2283702456919465
OECD Total,FEB2018,February 2018,2018,2,February,Geothermal,3863.019643,4,49401.986053,7859.939,0.0044155484070582
Romania,FEB2020,February 2020,2020,2,February,Wind,799.482483,2,6874.550001,1437.645915,0.1759339841177535
United Kingdom,JUN2012,June 2012,2012,6,June,Total exports,54.004,16,1911.001,1248.33,0.0021040874169541
Norway,OCT2019,October 2019,2019,10,October,Others,62.280276,24,836.14732,768.089092,0.0054031304001817
IEA Total,JUL2012,July 2012,2012,7,July,Oil,28763.233,9,373326.403,158674.615,0.0309777623535338
Greece,NOV2021,November 2021,2021,11,November,Total combustible fuels,2308.0462,7,30999.432769,22696.40442,0.6048341588559916
OECD Americas,APR2010,April 2010,2010,4,April,Nuclear,64257.493,6,898156.001,,0.1776170686921618
Hungary,APR2013,April 2013,2013,4,April,Natural gas,376.117,10,5024.514,3687.297,0.1822940875117473
Austria,DEC2013,December 2013,2013,12,December,Not specified,1.018,13,13.374,10.965,0.0002022391328748
Sweden,FEB2013,February 2013,2013,2,February,Fossil fuels,474.523,27,3831.266,1028.664,0.0321605610536116
OECD Europe,JUL2012,July 2012,2012,7,July,Other renewables,38.031,5,456.372,275.583,0.0001387067511512
Poland,AUG2011,August 2011,2011,8,August,Others,185.557,24,2354.912,1784.47,0.0158135295983506
Estonia,AUG2014,August 2014,2014,8,August,Low carbon,97.131,26,1297.064,700.291,0.1128754292487638
OECD Americas,APR2011,April 2011,2011,4,April,Other renewables,2.722,5,26.0,8.77,7.125884884963309e-06
Republic of Turkiye,AUG2020,August 2020,2020,8,August,Renewables,11981.812636,22,132840.472264,96434.065271,0.4210418230903784
Republic of Turkiye,MAY2019,May 2019,2019,5,May,Geothermal,542.880178,4,7352.386001,2610.483621,0.0227403659694129
Denmark,NOV2021,November 2021,2021,11,November,Geothermal,0.0,4,0.0,0.0,0.0
Australia,APR2016,April 2016,2016,4,April,Other renewables aggregated,580.504926,25,5225.546168,1122.790389,0.0293270514913224
North Macedonia,NOV2017,November 2017,2017,11,November,Final consumption,522.954,20,6205.253,5596.431,1.1030550774526675
OECD Americas,MAR2016,March 2016,2016,3,March,Electricity supplied,400352.342,17,5220969.872,1317490.575,1.001098756658121
Korea,JUN2013,June 2013,2013,6,June,Total combustible fuels,31310.295,7,376741.999,179497.207,0.7492208272526016
OECD Asia Oceania,AUG2014,August 2014,2014,8,August,Other renewables aggregated,2997.689,25,31092.428,18847.154,0.0185795130741538
Germany,NOV2020,November 2020,2020,11,November,Solar,1587.664133,3,47687.000001,42536.99842,0.0318942802959958
United Kingdom,MAR2021,March 2021,2021,3,March,Net electricity production,25838.020604,14,290916.891703,83571.426525,1.0
Sweden,MAY2012,May 2012,2012,5,May,Natural gas,56.324,10,865.211,848.36,0.004435063998342
Cyprus,JAN2020,January 2020,2020,1,January,Natural gas,0.0,10,0.0,0.0,0.0
Switzerland,DEC2013,December 2013,2013,12,December,Combustible renewables,133.658,11,1544.267,1461.873,0.0234501172260233
